row_id,code_id,q_id,split,q,K,z,failure_fraction,mean_ambiguity_dim
code_n40_k25_cw3_005_q00,code_n40_k25_cw3_005,q00,train,0.16,256,2,0.0078125,0.0078125
code_n40_k25_cw3_005_q01,code_n40_k25_cw3_005,q01,train,0.22,256,28,0.109375,0.125
code_n40_k25_cw3_005_q02,code_n40_k25_cw3_005,q02,train,0.28,256,57,0.22265625,0.34765625
code_n40_k25_cw3_005_q03,code_n40_k25_cw3_005,q03,train,0.34,256,129,0.50390625,0.953125
code_n40_k25_cw3_006_q00,code_n40_k25_cw3_006,q00,test,0.16,256,4,0.015625,0.015625
code_n40_k25_cw3_006_q01,code_n40_k25_cw3_006,q01,test,0.22,256,22,0.0859375,0.12109375
code_n40_k25_cw3_006_q02,code_n40_k25_cw3_006,q02,test,0.28,256,71,0.27734375,0.44921875
code_n40_k25_cw3_006_q03,code_n40_k25_cw3_006,q03,test,0.34,256,122,0.4765625,0.84765625
code_n40_k25_cw3_007_q00,code_n40_k25_cw3_007,q00,train,0.16,256,30,0.1171875,0.13671875
code_n40_k25_cw3_007_q01,code_n40_k25_cw3_007,q01,train,0.22,256,67,0.26171875,0.32421875
code_n40_k25_cw3_007_q02,code_n40_k25_cw3_007,q02,train,0.28,256,100,0.390625,0.55859375
code_n40_k25_cw3_007_q03,code_n40_k25_cw3_007,q03,train,0.34,256,161,0.62890625,1.1953125
code_n40_k25_cw3_008_q00,code_n40_k25_cw3_008,q00,test,0.16,256,17,0.06640625,0.06640625
code_n40_k25_cw3_008_q01,code_n40_k25_cw3_008,q01,test,0.22,256,49,0.19140625,0.22265625
code_n40_k25_cw3_008_q02,code_n40_k25_cw3_008,q02,test,0.28,256,106,0.4140625,0.59765625
code_n40_k25_cw3_008_q03,code_n40_k25_cw3_008,q03,test,0.34,256,156,0.609375,1.2265625
code_n40_k25_cw3_009_q00,code_n40_k25_cw3_009,q00,train,0.16,256,22,0.0859375,0.08984375
code_n40_k25_cw3_009_q01,code_n40_k25_cw3_009,q01,train,0.22,256,53,0.20703125,0.25390625
code_n40_k25_cw3_009_q02,code_n40_k25_cw3_009,q02,train,0.28,256,92,0.359375,0.54296875
code_n40_k25_cw3_009_q03,code_n40_k25_cw3_009,q03,train,0.34,256,160,0.625,1.37109375
code_n40_k25_cw3_010_q00,code_n40_k25_cw3_010,q00,validation,0.16,256,30,0.1171875,0.14453125
code_n40_k25_cw3_010_q01,code_n40_k25_cw3_010,q01,validation,0.22,256,75,0.29296875,0.328125
code_n40_k25_cw3_010_q02,code_n40_k25_cw3_010,q02,validation,0.28,256,119,0.46484375,0.640625
code_n40_k25_cw3_010_q03,code_n40_k25_cw3_010,q03,validation,0.34,256,162,0.6328125,1.29296875
code_n40_k25_cw3_011_q00,code_n40_k25_cw3_011,q00,train,0.16,256,9,0.03515625,0.03515625
code_n40_k25_cw3_011_q01,code_n40_k25_cw3_011,q01,train,0.22,256,45,0.17578125,0.18359375
code_n40_k25_cw3_011_q02,code_n40_k25_cw3_011,q02,train,0.28,256,91,0.35546875,0.46875
code_n40_k25_cw3_011_q03,code_n40_k25_cw3_011,q03,train,0.34,256,152,0.59375,1.10546875
code_n40_k25_cw3_012_q00,code_n40_k25_cw3_012,q00,test,0.16,256,38,0.1484375,0.15625
code_n40_k25_cw3_012_q01,code_n40_k25_cw3_012,q01,test,0.22,256,57,0.22265625,0.2578125
code_n40_k25_cw3_012_q02,code_n40_k25_cw3_012,q02,test,0.28,256,123,0.48046875,0.69140625
code_n40_k25_cw3_012_q03,code_n40_k25_cw3_012,q03,test,0.34,256,164,0.640625,1.3046875
code_n40_k25_cw3_013_q00,code_n40_k25_cw3_013,q00,train,0.16,256,28,0.109375,0.11328125
code_n40_k25_cw3_013_q01,code_n40_k25_cw3_013,q01,train,0.22,256,66,0.2578125,0.3046875
code_n40_k25_cw3_013_q02,code_n40_k25_cw3_013,q02,train,0.28,256,111,0.43359375,0.66015625
code_n40_k25_cw3_013_q03,code_n40_k25_cw3_013,q03,train,0.34,256,168,0.65625,1.34765625
code_n40_k25_cw3_014_q00,code_n40_k25_cw3_014,q00,train,0.16,256,10,0.0390625,0.0390625
code_n40_k25_cw3_014_q01,code_n40_k25_cw3_014,q01,train,0.22,256,38,0.1484375,0.171875
code_n40_k25_cw3_014_q02,code_n40_k25_cw3_014,q02,train,0.28,256,76,0.296875,0.42578125
code_n40_k25_cw3_014_q03,code_n40_k25_cw3_014,q03,train,0.34,256,151,0.58984375,1.15234375
code_n40_k25_cw3_015_q00,code_n40_k25_cw3_015,q00,train,0.16,256,13,0.05078125,0.0546875
code_n40_k25_cw3_015_q01,code_n40_k25_cw3_015,q01,train,0.22,256,41,0.16015625,0.17578125
code_n40_k25_cw3_015_q02,code_n40_k25_cw3_015,q02,train,0.28,256,91,0.35546875,0.5234375
code_n40_k25_cw3_015_q03,code_n40_k25_cw3_015,q03,train,0.34,256,134,0.5234375,1.17578125
code_n40_k25_cw3_016_q00,code_n40_k25_cw3_016,q00,train,0.16,256,8,0.03125,0.03125
code_n40_k25_cw3_016_q01,code_n40_k25_cw3_016,q01,train,0.22,256,22,0.0859375,0.1015625
code_n40_k25_cw3_016_q02,code_n40_k25_cw3_016,q02,train,0.28,256,95,0.37109375,0.55078125
code_n40_k25_cw3_016_q03,code_n40_k25_cw3_016,q03,train,0.34,256,149,0.58203125,1.296875
code_n40_k25_cw3_017_q00,code_n40_k25_cw3_017,q00,train,0.16,256,20,0.078125,0.08203125
code_n40_k25_cw3_017_q01,code_n40_k25_cw3_017,q01,train,0.22,256,55,0.21484375,0.26953125
code_n40_k25_cw3_017_q02,code_n40_k25_cw3_017,q02,train,0.28,256,101,0.39453125,0.62109375
code_n40_k25_cw3_017_q03,code_n40_k25_cw3_017,q03,train,0.34,256,180,0.703125,1.4296875
code_n40_k25_cw3_018_q00,code_n40_k25_cw3_018,q00,train,0.16,256,8,0.03125,0.03125
code_n40_k25_cw3_018_q01,code_n40_k25_cw3_018,q01,train,0.22,256,26,0.1015625,0.12109375
code_n40_k25_cw3_018_q02,code_n40_k25_cw3_018,q02,train,0.28,256,81,0.31640625,0.4609375
code_n40_k25_cw3_018_q03,code_n40_k25_cw3_018,q03,train,0.34,256,148,0.578125,1.2421875
code_n40_k25_cw3_019_q00,code_n40_k25_cw3_019,q00,train,0.16,256,23,0.08984375,0.08984375
code_n40_k25_cw3_019_q01,code_n40_k25_cw3_019,q01,train,0.22,256,52,0.203125,0.21484375
code_n40_k25_cw3_019_q02,code_n40_k25_cw3_019,q02,train,0.28,256,103,0.40234375,0.55078125
code_n40_k25_cw3_019_q03,code_n40_k25_cw3_019,q03,train,0.34,256,167,0.65234375,1.37890625
code_n40_k25_cw3_020_q00,code_n40_k25_cw3_020,q00,validation,0.16,256,44,0.171875,0.20703125
code_n40_k25_cw3_020_q01,code_n40_k25_cw3_020,q01,validation,0.22,256,81,0.31640625,0.3828125
code_n40_k25_cw3_020_q02,code_n40_k25_cw3_020,q02,validation,0.28,256,133,0.51953125,0.74609375
code_n40_k25_cw3_020_q03,code_n40_k25_cw3_020,q03,validation,0.34,256,176,0.6875,1.44921875
code_n40_k25_cw3_021_q00,code_n40_k25_cw3_021,q00,train,0.16,256,13,0.05078125,0.0546875
code_n40_k25_cw3_021_q01,code_n40_k25_cw3_021,q01,train,0.22,256,31,0.12109375,0.13671875
code_n40_k25_cw3_021_q02,code_n40_k25_cw3_021,q02,train,0.28,256,83,0.32421875,0.50390625
code_n40_k25_cw3_021_q03,code_n40_k25_cw3_021,q03,train,0.34,256,158,0.6171875,1.31640625
code_n40_k25_cw3_022_q00,code_n40_k25_cw3_022,q00,train,0.16,256,10,0.0390625,0.0390625
code_n40_k25_cw3_022_q01,code_n40_k25_cw3_022,q01,train,0.22,256,28,0.109375,0.1328125
code_n40_k25_cw3_022_q02,code_n40_k25_cw3_022,q02,train,0.28,256,73,0.28515625,0.37890625
code_n40_k25_cw3_022_q03,code_n40_k25_cw3_022,q03,train,0.34,256,147,0.57421875,1.28515625
code_n40_k25_cw3_023_q00,code_n40_k25_cw3_023,q00,train,0.16,256,7,0.02734375,0.02734375
code_n40_k25_cw3_023_q01,code_n40_k25_cw3_023,q01,train,0.22,256,40,0.15625,0.1796875
code_n40_k25_cw3_023_q02,code_n40_k25_cw3_023,q02,train,0.28,256,86,0.3359375,0.50390625
code_n40_k25_cw3_023_q03,code_n40_k25_cw3_023,q03,train,0.34,256,127,0.49609375,0.984375
code_n40_k25_cw3_024_q00,code_n40_k25_cw3_024,q00,train,0.16,256,22,0.0859375,0.08984375
code_n40_k25_cw3_024_q01,code_n40_k25_cw3_024,q01,train,0.22,256,50,0.1953125,0.2265625
code_n40_k25_cw3_024_q02,code_n40_k25_cw3_024,q02,train,0.28,256,96,0.375,0.55859375
code_n40_k25_cw3_024_q03,code_n40_k25_cw3_024,q03,train,0.34,256,148,0.578125,1.2265625
code_n40_k25_cw3_025_q00,code_n40_k25_cw3_025,q00,validation,0.16,256,22,0.0859375,0.08984375
code_n40_k25_cw3_025_q01,code_n40_k25_cw3_025,q01,validation,0.22,256,49,0.19140625,0.23046875
code_n40_k25_cw3_025_q02,code_n40_k25_cw3_025,q02,validation,0.28,256,97,0.37890625,0.5859375
code_n40_k25_cw3_025_q03,code_n40_k25_cw3_025,q03,validation,0.34,256,157,0.61328125,1.2890625
code_n40_k25_cw3_026_q00,code_n40_k25_cw3_026,q00,validation,0.16,256,16,0.0625,0.06640625
code_n40_k25_cw3_026_q01,code_n40_k25_cw3_026,q01,validation,0.22,256,39,0.15234375,0.18359375
code_n40_k25_cw3_026_q02,code_n40_k25_cw3_026,q02,validation,0.28,256,85,0.33203125,0.45703125
code_n40_k25_cw3_026_q03,code_n40_k25_cw3_026,q03,validation,0.34,256,149,0.58203125,1.05859375
code_n40_k25_cw3_027_q00,code_n40_k25_cw3_027,q00,train,0.16,256,23,0.08984375,0.09375
code_n40_k25_cw3_027_q01,code_n40_k25_cw3_027,q01,train,0.22,256,48,0.1875,0.23046875
code_n40_k25_cw3_027_q02,code_n40_k25_cw3_027,q02,train,0.28,256,109,0.42578125,0.66015625
code_n40_k25_cw3_027_q03,code_n40_k25_cw3_027,q03,train,0.34,256,149,0.58203125,1.109375
code_n40_k25_cw3_028_q00,code_n40_k25_cw3_028,q00,test,0.16,256,13,0.05078125,0.05078125
code_n40_k25_cw3_028_q01,code_n40_k25_cw3_028,q01,test,0.22,256,39,0.15234375,0.19921875
code_n40_k25_cw3_028_q02,code_n40_k25_cw3_028,q02,test,0.28,256,75,0.29296875,0.40234375
code_n40_k25_cw3_028_q03,code_n40_k25_cw3_028,q03,test,0.34,256,141,0.55078125,1.05859375
code_n40_k25_cw3_029_q00,code_n40_k25_cw3_029,q00,train,0.16,256,15,0.05859375,0.05859375
code_n40_k25_cw3_029_q01,code_n40_k25_cw3_029,q01,train,0.22,256,34,0.1328125,0.1640625
code_n40_k25_cw3_029_q02,code_n40_k25_cw3_029,q02,train,0.28,256,93,0.36328125,0.546875
code_n40_k25_cw3_029_q03,code_n40_k25_cw3_029,q03,train,0.34,256,147,0.57421875,1.22265625
code_n40_k25_cw3_030_q00,code_n40_k25_cw3_030,q00,test,0.16,256,26,0.1015625,0.109375
code_n40_k25_cw3_030_q01,code_n40_k25_cw3_030,q01,test,0.22,256,54,0.2109375,0.2578125
code_n40_k25_cw3_030_q02,code_n40_k25_cw3_030,q02,test,0.28,256,105,0.41015625,0.5546875
code_n40_k25_cw3_030_q03,code_n40_k25_cw3_030,q03,test,0.34,256,133,0.51953125,1.0078125
code_n40_k25_cw3_031_q00,code_n40_k25_cw3_031,q00,train,0.16,256,17,0.06640625,0.06640625
code_n40_k25_cw3_031_q01,code_n40_k25_cw3_031,q01,train,0.22,256,46,0.1796875,0.21875
code_n40_k25_cw3_031_q02,code_n40_k25_cw3_031,q02,train,0.28,256,87,0.33984375,0.484375
code_n40_k25_cw3_031_q03,code_n40_k25_cw3_031,q03,train,0.34,256,152,0.59375,1.24609375
code_n40_k25_cw3_032_q00,code_n40_k25_cw3_032,q00,test,0.16,256,1,0.00390625,0.00390625
code_n40_k25_cw3_032_q01,code_n40_k25_cw3_032,q01,test,0.22,256,28,0.109375,0.12890625
code_n40_k25_cw3_032_q02,code_n40_k25_cw3_032,q02,test,0.28,256,77,0.30078125,0.38671875
code_n40_k25_cw3_032_q03,code_n40_k25_cw3_032,q03,test,0.34,256,144,0.5625,1.1640625
code_n40_k25_cw3_033_q00,code_n40_k25_cw3_033,q00,train,0.16,256,7,0.02734375,0.03125
code_n40_k25_cw3_033_q01,code_n40_k25_cw3_033,q01,train,0.22,256,24,0.09375,0.10546875
code_n40_k25_cw3_033_q02,code_n40_k25_cw3_033,q02,train,0.28,256,87,0.33984375,0.5546875
code_n40_k25_cw3_033_q03,code_n40_k25_cw3_033,q03,train,0.34,256,148,0.578125,1.140625
code_n40_k25_cw3_034_q00,code_n40_k25_cw3_034,q00,train,0.16,256,4,0.015625,0.015625
code_n40_k25_cw3_034_q01,code_n40_k25_cw3_034,q01,train,0.22,256,38,0.1484375,0.17578125
code_n40_k25_cw3_034_q02,code_n40_k25_cw3_034,q02,train,0.28,256,91,0.35546875,0.59375
code_n40_k25_cw3_034_q03,code_n40_k25_cw3_034,q03,train,0.34,256,159,0.62109375,1.34375
code_n40_k25_cw3_035_q00,code_n40_k25_cw3_035,q00,train,0.16,256,15,0.05859375,0.05859375
code_n40_k25_cw3_035_q01,code_n40_k25_cw3_035,q01,train,0.22,256,37,0.14453125,0.1640625
code_n40_k25_cw3_035_q02,code_n40_k25_cw3_035,q02,train,0.28,256,75,0.29296875,0.421875
code_n40_k25_cw3_035_q03,code_n40_k25_cw3_035,q03,train,0.34,256,134,0.5234375,1.0234375
code_n40_k25_cw3_036_q00,code_n40_k25_cw3_036,q00,validation,0.16,256,5,0.01953125,0.01953125
code_n40_k25_cw3_036_q01,code_n40_k25_cw3_036,q01,validation,0.22,256,22,0.0859375,0.12109375
code_n40_k25_cw3_036_q02,code_n40_k25_cw3_036,q02,validation,0.28,256,68,0.265625,0.3828125
code_n40_k25_cw3_036_q03,code_n40_k25_cw3_036,q03,validation,0.34,256,132,0.515625,1.01953125
code_n40_k25_cw3_037_q00,code_n40_k25_cw3_037,q00,train,0.16,256,6,0.0234375,0.0234375
code_n40_k25_cw3_037_q01,code_n40_k25_cw3_037,q01,train,0.22,256,20,0.078125,0.08984375
code_n40_k25_cw3_037_q02,code_n40_k25_cw3_037,q02,train,0.28,256,73,0.28515625,0.421875
code_n40_k25_cw3_037_q03,code_n40_k25_cw3_037,q03,train,0.34,256,140,0.546875,1.15234375
code_n40_k25_cw3_038_q00,code_n40_k25_cw3_038,q00,test,0.16,256,20,0.078125,0.0859375
code_n40_k25_cw3_038_q01,code_n40_k25_cw3_038,q01,test,0.22,256,28,0.109375,0.12890625
code_n40_k25_cw3_038_q02,code_n40_k25_cw3_038,q02,test,0.28,256,80,0.3125,0.41796875
code_n40_k25_cw3_038_q03,code_n40_k25_cw3_038,q03,test,0.34,256,150,0.5859375,1.203125
code_n40_k25_cw3_039_q00,code_n40_k25_cw3_039,q00,train,0.16,256,16,0.0625,0.0625
code_n40_k25_cw3_039_q01,code_n40_k25_cw3_039,q01,train,0.22,256,33,0.12890625,0.16796875
code_n40_k25_cw3_039_q02,code_n40_k25_cw3_039,q02,train,0.28,256,85,0.33203125,0.5078125
code_n40_k25_cw3_039_q03,code_n40_k25_cw3_039,q03,train,0.34,256,143,0.55859375,1.15234375
code_n40_k25_cw3_040_q00,code_n40_k25_cw3_040,q00,test,0.16,256,19,0.07421875,0.078125
code_n40_k25_cw3_040_q01,code_n40_k25_cw3_040,q01,test,0.22,256,41,0.16015625,0.1875
code_n40_k25_cw3_040_q02,code_n40_k25_cw3_040,q02,test,0.28,256,82,0.3203125,0.42578125
code_n40_k25_cw3_040_q03,code_n40_k25_cw3_040,q03,test,0.34,256,154,0.6015625,1.12109375
code_n40_k25_cw3_041_q00,code_n40_k25_cw3_041,q00,validation,0.16,256,21,0.08203125,0.08203125
code_n40_k25_cw3_041_q01,code_n40_k25_cw3_041,q01,validation,0.22,256,52,0.203125,0.234375
code_n40_k25_cw3_041_q02,code_n40_k25_cw3_041,q02,validation,0.28,256,88,0.34375,0.48046875
code_n40_k25_cw3_041_q03,code_n40_k25_cw3_041,q03,validation,0.34,256,145,0.56640625,1.140625
code_n40_k25_cw3_042_q00,code_n40_k25_cw3_042,q00,validation,0.16,256,8,0.03125,0.03515625
code_n40_k25_cw3_042_q01,code_n40_k25_cw3_042,q01,validation,0.22,256,32,0.125,0.17578125
code_n40_k25_cw3_042_q02,code_n40_k25_cw3_042,q02,validation,0.28,256,82,0.3203125,0.46484375
code_n40_k25_cw3_042_q03,code_n40_k25_cw3_042,q03,validation,0.34,256,156,0.609375,1.2265625
code_n40_k25_cw3_043_q00,code_n40_k25_cw3_043,q00,train,0.16,256,16,0.0625,0.0625
code_n40_k25_cw3_043_q01,code_n40_k25_cw3_043,q01,train,0.22,256,45,0.17578125,0.20703125
code_n40_k25_cw3_043_q02,code_n40_k25_cw3_043,q02,train,0.28,256,105,0.41015625,0.62109375
code_n40_k25_cw3_043_q03,code_n40_k25_cw3_043,q03,train,0.34,256,156,0.609375,1.3125
code_n40_k25_cw3_044_q00,code_n40_k25_cw3_044,q00,validation,0.16,256,6,0.0234375,0.02734375
code_n40_k25_cw3_044_q01,code_n40_k25_cw3_044,q01,validation,0.22,256,26,0.1015625,0.11328125
code_n40_k25_cw3_044_q02,code_n40_k25_cw3_044,q02,validation,0.28,256,65,0.25390625,0.39453125
code_n40_k25_cw3_044_q03,code_n40_k25_cw3_044,q03,validation,0.34,256,135,0.52734375,1.08203125
code_n40_k25_cw3_045_q00,code_n40_k25_cw3_045,q00,train,0.16,256,6,0.0234375,0.0234375
code_n40_k25_cw3_045_q01,code_n40_k25_cw3_045,q01,train,0.22,256,33,0.12890625,0.14453125
code_n40_k25_cw3_045_q02,code_n40_k25_cw3_045,q02,train,0.28,256,76,0.296875,0.45703125
code_n40_k25_cw3_045_q03,code_n40_k25_cw3_045,q03,train,0.34,256,144,0.5625,1.14453125
code_n40_k25_cw3_046_q00,code_n40_k25_cw3_046,q00,train,0.16,256,26,0.1015625,0.11328125
code_n40_k25_cw3_046_q01,code_n40_k25_cw3_046,q01,train,0.22,256,52,0.203125,0.265625
code_n40_k25_cw3_046_q02,code_n40_k25_cw3_046,q02,train,0.28,256,115,0.44921875,0.65625
code_n40_k25_cw3_046_q03,code_n40_k25_cw3_046,q03,train,0.34,256,202,0.7890625,1.671875
code_n40_k25_cw3_047_q00,code_n40_k25_cw3_047,q00,test,0.16,256,10,0.0390625,0.0390625
code_n40_k25_cw3_047_q01,code_n40_k25_cw3_047,q01,test,0.22,256,25,0.09765625,0.109375
code_n40_k25_cw3_047_q02,code_n40_k25_cw3_047,q02,test,0.28,256,73,0.28515625,0.41796875
code_n40_k25_cw3_047_q03,code_n40_k25_cw3_047,q03,test,0.34,256,141,0.55078125,1.1484375
code_n40_k25_cw3_048_q00,code_n40_k25_cw3_048,q00,train,0.16,256,18,0.0703125,0.0703125
code_n40_k25_cw3_048_q01,code_n40_k25_cw3_048,q01,train,0.22,256,36,0.140625,0.1640625
code_n40_k25_cw3_048_q02,code_n40_k25_cw3_048,q02,train,0.28,256,95,0.37109375,0.5
code_n40_k25_cw3_048_q03,code_n40_k25_cw3_048,q03,train,0.34,256,160,0.625,1.24609375
code_n40_k25_cw3_049_q00,code_n40_k25_cw3_049,q00,train,0.16,256,8,0.03125,0.03125
code_n40_k25_cw3_049_q01,code_n40_k25_cw3_049,q01,train,0.22,256,36,0.140625,0.16796875
code_n40_k25_cw3_049_q02,code_n40_k25_cw3_049,q02,train,0.28,256,73,0.28515625,0.4765625
code_n40_k25_cw3_049_q03,code_n40_k25_cw3_049,q03,train,0.34,256,137,0.53515625,1.07421875
code_n40_k25_cw3_050_q00,code_n40_k25_cw3_050,q00,train,0.16,256,18,0.0703125,0.07421875
code_n40_k25_cw3_050_q01,code_n40_k25_cw3_050,q01,train,0.22,256,41,0.16015625,0.18359375
code_n40_k25_cw3_050_q02,code_n40_k25_cw3_050,q02,train,0.28,256,92,0.359375,0.54296875
code_n40_k25_cw3_050_q03,code_n40_k25_cw3_050,q03,train,0.34,256,149,0.58203125,1.1328125
code_n40_k25_cw3_051_q00,code_n40_k25_cw3_051,q00,train,0.16,256,16,0.0625,0.0703125
code_n40_k25_cw3_051_q01,code_n40_k25_cw3_051,q01,train,0.22,256,52,0.203125,0.23828125
code_n40_k25_cw3_051_q02,code_n40_k25_cw3_051,q02,train,0.28,256,81,0.31640625,0.4375
code_n40_k25_cw3_051_q03,code_n40_k25_cw3_051,q03,train,0.34,256,147,0.57421875,1.1953125
code_n40_k25_cw3_052_q00,code_n40_k25_cw3_052,q00,validation,0.16,256,23,0.08984375,0.1015625
code_n40_k25_cw3_052_q01,code_n40_k25_cw3_052,q01,validation,0.22,256,50,0.1953125,0.23828125
code_n40_k25_cw3_052_q02,code_n40_k25_cw3_052,q02,validation,0.28,256,88,0.34375,0.5390625
code_n40_k25_cw3_052_q03,code_n40_k25_cw3_052,q03,validation,0.34,256,169,0.66015625,1.32421875
code_n40_k25_cw3_053_q00,code_n40_k25_cw3_053,q00,train,0.16,256,4,0.015625,0.015625
code_n40_k25_cw3_053_q01,code_n40_k25_cw3_053,q01,train,0.22,256,33,0.12890625,0.140625
code_n40_k25_cw3_053_q02,code_n40_k25_cw3_053,q02,train,0.28,256,71,0.27734375,0.421875
code_n40_k25_cw3_053_q03,code_n40_k25_cw3_053,q03,train,0.34,256,148,0.578125,1.22265625
code_n40_k25_cw3_054_q00,code_n40_k25_cw3_054,q00,test,0.16,256,15,0.05859375,0.0625
code_n40_k25_cw3_054_q01,code_n40_k25_cw3_054,q01,test,0.22,256,40,0.15625,0.19921875
code_n40_k25_cw3_054_q02,code_n40_k25_cw3_054,q02,test,0.28,256,85,0.33203125,0.44921875
code_n40_k25_cw3_054_q03,code_n40_k25_cw3_054,q03,test,0.34,256,149,0.58203125,1.18359375
code_n40_k25_cw3_055_q00,code_n40_k25_cw3_055,q00,test,0.16,256,20,0.078125,0.078125
code_n40_k25_cw3_055_q01,code_n40_k25_cw3_055,q01,test,0.22,256,58,0.2265625,0.26171875
code_n40_k25_cw3_055_q02,code_n40_k25_cw3_055,q02,test,0.28,256,120,0.46875,0.7265625
code_n40_k25_cw3_055_q03,code_n40_k25_cw3_055,q03,test,0.34,256,180,0.703125,1.33984375
code_n40_k25_cw3_056_q00,code_n40_k25_cw3_056,q00,test,0.16,256,12,0.046875,0.046875
code_n40_k25_cw3_056_q01,code_n40_k25_cw3_056,q01,test,0.22,256,26,0.1015625,0.109375
code_n40_k25_cw3_056_q02,code_n40_k25_cw3_056,q02,test,0.28,256,87,0.33984375,0.49609375
code_n40_k25_cw3_056_q03,code_n40_k25_cw3_056,q03,test,0.34,256,147,0.57421875,1.1875
code_n40_k25_cw3_057_q00,code_n40_k25_cw3_057,q00,train,0.16,256,13,0.05078125,0.05078125
code_n40_k25_cw3_057_q01,code_n40_k25_cw3_057,q01,train,0.22,256,44,0.171875,0.1953125
code_n40_k25_cw3_057_q02,code_n40_k25_cw3_057,q02,train,0.28,256,93,0.36328125,0.5625
code_n40_k25_cw3_057_q03,code_n40_k25_cw3_057,q03,train,0.34,256,146,0.5703125,1.12109375
code_n40_k25_cw3_058_q00,code_n40_k25_cw3_058,q00,train,0.16,256,23,0.08984375,0.09375
code_n40_k25_cw3_058_q01,code_n40_k25_cw3_058,q01,train,0.22,256,54,0.2109375,0.26953125
code_n40_k25_cw3_058_q02,code_n40_k25_cw3_058,q02,train,0.28,256,95,0.37109375,0.515625
code_n40_k25_cw3_058_q03,code_n40_k25_cw3_058,q03,train,0.34,256,156,0.609375,1.1640625
code_n40_k25_cw3_059_q00,code_n40_k25_cw3_059,q00,validation,0.16,256,12,0.046875,0.05078125
code_n40_k25_cw3_059_q01,code_n40_k25_cw3_059,q01,validation,0.22,256,51,0.19921875,0.21875
code_n40_k25_cw3_059_q02,code_n40_k25_cw3_059,q02,validation,0.28,256,88,0.34375,0.46484375
code_n40_k25_cw3_059_q03,code_n40_k25_cw3_059,q03,validation,0.34,256,137,0.53515625,1.046875
code_n40_k25_cw3_060_q00,code_n40_k25_cw3_060,q00,validation,0.16,256,4,0.015625,0.0234375
code_n40_k25_cw3_060_q01,code_n40_k25_cw3_060,q01,validation,0.22,256,44,0.171875,0.203125
code_n40_k25_cw3_060_q02,code_n40_k25_cw3_060,q02,validation,0.28,256,69,0.26953125,0.41015625
code_n40_k25_cw3_060_q03,code_n40_k25_cw3_060,q03,validation,0.34,256,149,0.58203125,1.15234375
code_n40_k25_cw3_061_q00,code_n40_k25_cw3_061,q00,validation,0.16,256,31,0.12109375,0.125
code_n40_k25_cw3_061_q01,code_n40_k25_cw3_061,q01,validation,0.22,256,61,0.23828125,0.31640625
code_n40_k25_cw3_061_q02,code_n40_k25_cw3_061,q02,validation,0.28,256,106,0.4140625,0.61328125
code_n40_k25_cw3_061_q03,code_n40_k25_cw3_061,q03,validation,0.34,256,172,0.671875,1.37890625
code_n40_k25_cw3_062_q00,code_n40_k25_cw3_062,q00,validation,0.16,256,8,0.03125,0.03125
code_n40_k25_cw3_062_q01,code_n40_k25_cw3_062,q01,validation,0.22,256,14,0.0546875,0.06640625
code_n40_k25_cw3_062_q02,code_n40_k25_cw3_062,q02,validation,0.28,256,64,0.25,0.33203125
code_n40_k25_cw3_062_q03,code_n40_k25_cw3_062,q03,validation,0.34,256,124,0.484375,0.9453125
code_n40_k25_cw3_063_q00,code_n40_k25_cw3_063,q00,test,0.16,256,19,0.07421875,0.07421875
code_n40_k25_cw3_063_q01,code_n40_k25_cw3_063,q01,test,0.22,256,40,0.15625,0.1875
code_n40_k25_cw3_063_q02,code_n40_k25_cw3_063,q02,test,0.28,256,78,0.3046875,0.4609375
code_n40_k25_cw3_063_q03,code_n40_k25_cw3_063,q03,test,0.34,256,155,0.60546875,1.37109375
code_n40_k25_cw3_064_q00,code_n40_k25_cw3_064,q00,train,0.16,256,12,0.046875,0.046875
code_n40_k25_cw3_064_q01,code_n40_k25_cw3_064,q01,train,0.22,256,43,0.16796875,0.18359375
code_n40_k25_cw3_064_q02,code_n40_k25_cw3_064,q02,train,0.28,256,96,0.375,0.5703125
code_n40_k25_cw3_064_q03,code_n40_k25_cw3_064,q03,train,0.34,256,159,0.62109375,1.40234375
code_n40_k25_cw3_065_q00,code_n40_k25_cw3_065,q00,train,0.16,256,13,0.05078125,0.05078125
code_n40_k25_cw3_065_q01,code_n40_k25_cw3_065,q01,train,0.22,256,33,0.12890625,0.1484375
code_n40_k25_cw3_065_q02,code_n40_k25_cw3_065,q02,train,0.28,256,87,0.33984375,0.48046875
code_n40_k25_cw3_065_q03,code_n40_k25_cw3_065,q03,train,0.34,256,159,0.62109375,1.36328125
code_n40_k25_cw3_066_q00,code_n40_k25_cw3_066,q00,test,0.16,256,15,0.05859375,0.06640625
code_n40_k25_cw3_066_q01,code_n40_k25_cw3_066,q01,test,0.22,256,46,0.1796875,0.19921875
code_n40_k25_cw3_066_q02,code_n40_k25_cw3_066,q02,test,0.28,256,95,0.37109375,0.53515625
code_n40_k25_cw3_066_q03,code_n40_k25_cw3_066,q03,test,0.34,256,140,0.546875,1.10546875
code_n40_k25_cw3_067_q00,code_n40_k25_cw3_067,q00,test,0.16,256,3,0.01171875,0.01171875
code_n40_k25_cw3_067_q01,code_n40_k25_cw3_067,q01,test,0.22,256,28,0.109375,0.12890625
